rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-6728-org,   sophie, villafuerte, 1, wallaroo road, masonic retirement village, rye, 4347, wa, 19030708, 24, 02 35978594, 6478369, 8
rec-9813-org,   brett, hobson, 110, hartigan street, summer hill, tully, 3122, nt, 19801026, 25, 03 57835373, 5194417, 6
rec-7962-dup-0, liam, patrspn, 4, clarey crescent, , merrimac, 5023, vic, 19881129, 33, 08 72062288, 6625591, 1
rec-970-dup-3, dillon, dixon, 42, harry hopmgnqcircuit, , comar, 2478, nsw, 19401130, 11, 04 94787524, 3425760, 3
rec-6737-dup-1, charlotte, cornelle, 10, , hillside farm, labradoc, 4077, qld, 19550223, , 04 64429464, 8836070, 3
rec-3492-dup-0, callum, donnolley, 5, antill street, professional centre, sussex inlet, 4567, nsw, 19880312, 13, 07 34888055, 8745006, 1
rec-2385-org,   tynan, david, 2, quiros street, , port macquarie, 2321, nsw, 19410206, 26, 03 19695887, 6983200, 5
rec-4418-org,   william, , 2, rossarden street, , innaloo, 6027, qld, 19280516, 24, 02 65934469, 4925772, 3
rec-8368-dup-1, erin, manthtorpe, 34, andamooka street, namarva station, revesby, 3350, nsw, 19620828, 29, 03 50414076, 5593378, 5
rec-4451-org,   alissa, statton, 79, companion crescent, fairholme, west lakes, 2148, qld, 19311013, 12, 07 00330368, 4186818, 4
rec-9871-org,   layla, tootell, 19, zeitz court, , bligh park, 2200, qld, 19190127, 34, 07 33938618, 5405462, 8
rec-9667-org,   charles, matthews, 52, hood place, culgoa, glenmore park, 2830, nsw, 19400201, 25, 02 67680208, 3313030, 1
rec-4245-dup-1, zo g, mesecke, 26, , , satu, 4118, wa, 19411111, 9, 03 07878921, 1411896, 9
rec-5981-dup-0, bianca, whie, 24, darling sreet, avonwood, beenleigh, 3555, vic, 19703415, 32, 04 27011911, 6625275, 3
rec-3660-org,   d'arcy, stingle, 56, mathieson crescent, , malvern east, 3880, vic, 19110122, , 07 35227671, 6574263, 9
rec-2562-dup-3, samuel, stronach, 218, archibalddstreet, lochlee, crio, 5153, nsw, , 33, 03 77138444, 6872478, 7
rec-5814-dup-2, lukas, ryan, 1, mackanesa place, , paddington, 4118, vic, 19551025, 34, 03 65584493, 5678778, 1
rec-8397-org,   saara, brock, 36, clarnette place, , thirroul, 4216, vic, 19330404, 33, 04 35552548, 3247140, 3
rec-6679-org,   hannah, white, 1, biraban place, glenview, broadmeadows, 4825, nsw, 19470602, 25, 08 92050338, 9177078, 9
rec-4337-org,   william, zaluski, 10, blakey close, dahwilly cottage, hawthorn, 3226, vic, 19830110, , 07 96639176, 1850068, 6
rec-2792-dup-0, andrew, weller, , vizardsstreet, bonnie doon, berwick, 7470, qld, 19150311, 6, 03 56093975, 3802672, 1
rec-4128-dup-0, willam, fullvrabe, 31, leahy close, , forest yill, 2602, sa, 19760905, , 03 69979924, 6255004, 9
rec-8611-dup-1, kimberly, nguyen, 2, laptz close, , oyster bay, 2480, wa, 19850902, 35, 03 48352299, 2247190, 4
rec-4729-org,   pino, minter, 11, the verge, urunga, west perth, 4570, qld, 19030704, 26, 04 19171093, 9879476, 5
rec-2974-dup-3, jsohua, mclaije, 176, kavel street, santa lucille, kahibah, 1386, vic, 19251127, 26, 03 30517941, 2052376, 7
rec-2002-org,   aaron, sumsion, 2, hargraves crescent, , colac, 2210, nsw, 19260717, 34, 02 53228204, 6652052, 0
rec-4425-dup-1, mitchell, artis, 1, brownsmitnbcrescent, kilmore, port macquarie, 4152, nt, 19281219, , 04 69947140, 3971427, 3
rec-4522-dup-3, eliza, whitr, 57, inkster street, , glenelgsluth, 4821, vic, , 28, 07 89793966, 9753199, 6
rec-9642-org,   amelia, ansaar, 102, kleinig street, , rowville, 2257, vic, 19110826, 28, 07 13934072, 5396689, 5
rec-3411-dup-0, freta, weetra, 4850, burn street, ngarigo, mittagong, 3315, sa, 19620312, 33, 04 20254354, 5983984, 1
rec-4349-org,   claire, bristow, 58, bowling place, appollonia hse, prospect, 4852, , , 26, , 7012027, 7
rec-9438-org,   ella, taube, 139, upton street, kanjara, dromana, 2068, nsw, 19860115, , 02 75007264, 6215255, 0
rec-6208-org,   louise, maczkowiack, 2, goldsworthy place, , girgarre, 2323, nsw, 19311031, 26, 03 19453543, 1826581, 2
rec-1581-dup-1, benjakun, croker, 221, simons close, , burwood, 2043, nsw, 19070903, 38, 07 80481343, 8396633, 2
rec-9694-dup-1, matthew, reicc, 3, city walk, , south wentworthville, 2131, qld, 19480619, , 03 39918017, 6192104, 1
rec-6583-dup-1, samuel, snushall, 101, collings street, , woodlands, 4825, , 19340331, 26, 02 28672020, 7944898, 5
rec-6461-dup-0, ossiw, shepxerd, 20, kirkcaldie circuit, garden settlement, seymour, 3844, sa, 19620431, 23, 07 09601490, 8156431, 3
rec-9160-dup-1, andrew, hage, 15, costello circuit, the meadows, tallai, 2793, nsw, 19240318, 63, 02 45685787, 4794702, 5
rec-4197-dup-3, georgs, wood-brwzdley, 16, crozier circuit, , chinchilla, 3064, nsw, 19360106, 30, 03 76500246, 8391105, 0
rec-5699-org,   ryan, wiegold, 621, manu place, , glengowrie, 2156, sa, 19481116, 32, 07 87354954, 4399717, 3
rec-9767-dup-2, jessid, lombardi, 14, , crown allot, marrara, 4228, nsw, , 11, 03 99033945, 8606195, 9
rec-9630-org,   isabella, pelikan, 75, eucumbene drive, , parap, 4114, vic, 19670718, , 07 65965839, 5364193, 5
rec-322-org,   , clarke, 4, bannister garden, , craigmore, 4067, vic, 19171027, 30, 02 81984492, 1039971, 6
rec-3896-dup-3, melanie, soulsby, 6, wilkins street, , hope valley, 2325, qle, 19149122, , 08 35842095, 2350378, 3
rec-8916-dup-3, montana, campbell, 51, kosciusko avenue, , balwyb nlrth, 0870, nsw, 19991228, , 02 48064770, 3657494, 8
rec-9843-dup-2, tabitha, campbell, 9, alabaster street, , moss vae, 2830, wa, 19730817, , 07 28871578, 2225098, 6
rec-7517-org,   caleb, bitmead, 27, cromwell circuit, kilnsey, pallarenda, 3804, tas, 19380319, 33, 08 38893647, 9491463, 5
rec-2351-dup-0, harrington, lara, 5, lockwood place, , lalor park, 2560, nsw, 19110506, 20, 03 35203906, 1793011, 0
rec-6086-dup-1, rosie, haythorpe, 32, hudson skreet, , burwood east, 6210, tas, 19820811, 32, 08 42508310, 5253008, 3
rec-7335-org,   steven, finlay, 19, de little circuit, , smithfield plains, 3925, nsw, 19261029, 26, 02 79608033, 2781134, 9
rec-5680-dup-0, thomas, mattgews, 129, anderson street, , jerrabomberra, 7320, nsw, 19531213, , 08 76984829, 9262001, 7
rec-8126-dup-3, teneille, , 15, clayton place, , view abnk, 4514, nsw, 19419203, 02, 03 65742191, 9851638, 8
rec-7232-org,   neve, goode, 84, alford place, sec 311, jarklin, , nsw, 19040112, 23, 02 72214156, 9049872, 8
rec-5733-dup-3, zac, cute, 105, line place, , beliavh, 2303, qldm, 19371124, 30, 03 79653358, 8110051, 9
rec-6140-org,   tanyshah, laing, 4, grounds crescent, , cook, 2282, qld, 19760517, 21, , 3617680, 3
rec-8511-dup-3, jages, reid, 80, kevin street, , ringwood east, , qld, 19660944, 30, 08 35354206, 8277837, 9
rec-7407-org,   alex, rudd, 4, mclachlan crescent, , halls creek, 4870, sa, 19451103, 29, 04 71695819, 4161353, 0
rec-5382-dup-1, jexs, walkley, 14, durville crescent, the boathouse, paddingtvron, 3677, nsw, 19211031, , 02 45724710, 2797780, 7
rec-752-dup-2, dannie, white, 24, place fixelle, , thornbury, 2121, wa, 19950228, 31, 07 77056872, 7289943, 1
rec-6738-org,   harry, rakesh, 149, white crescent, canberra hse, kahibah, 3103, nsw, 19141006, 26, 08 09412348, 9459229, 0
rec-2179-dup-1, sophie, giordsno, 20, burara crescent, , rowville, 2072, , 19251011, , 08 47647123, 6853488, 2
rec-8015-dup-2, benjamin, nye, 7, forrest place, , trafalgar, 2760, qld, 19609214, , 02 77838421, 9230872, 7
rec-3625-org,   daniel, campbell, 104, lamb place, , beechboro, 6714, vic, , 35, 04 77310542, 8037288, 5
rec-1866-dup-0, marlee, mason, 47, macarthyr vaenue, , clayfkeld, 2540, nsw, 19990906, , 08 58402259, 4852619, 7
rec-9260-org,   brigette, lupoi, 30, cleland street, wandarri, nambour, 4171, qld, , 27, 03 28804506, 1534975, 7
rec-7338-org,   kayla, matson, 17, mcnolty place, , pinjarra, 7004, sa, 19200926, , 02 37297346, 1443994, 5
rec-3947-dup-4, tara, bisholp, 3, hayward place, jorobe, iluka, 5118, qld, 19672023, 29, 02 22878707, 8841690, 2
rec-975-dup-0, lachkan, paterson, 13, unaipon avenue, , campsie, 2474, vic, 19040310, 35, 08 04866657, 6893814, 1
rec-3221-dup-1, tyler, hanx, 11, phillip vaenue, , toormona, 4064, nsw, 19031024, 34, 03 57818150, 7111527, 8
rec-4531-org,   sophie, coppola, 51, gosse street, , cabramatta, 2327, wa, 19140619, 10, 08 03402991, 7272919, 8
rec-1494-dup-1, annabelle, swayne, 66, la perouse street, section, flemihgton, 4208, , 19230324, , 02 07841388, 2036538, 8
rec-4803-org,   marko, sheldon, 25, lamington street, , burleigh heads, 2148, nsw, 19780314, 33, 03 59212990, 3199968, 9
rec-148-dup-2, tai, nguurn, 5, howitt sctreet, henry kendall bayside, st clair, 3200, qdl, 19450907, 33, 07 29093072, 1163847, 0
rec-72-dup-2, nathn, matthecws, 89, walker crescent, , altona noth, 2530, qld, 19200408, 34, 08 49540626, 4663072, 7
rec-6880-org,   jarod, grubb, 28, pennefather street, carowood, hanwood, 4869, qld, 19540614, , 02 12943335, 1820171, 0
rec-4760-org,   harry, plane, 79, andrew crescent, parakula tumut, munruben, 2759, tas, , 29, 07 25819073, 8899134, 4
rec-2833-org,   , smallacombe, 126, hurley street, , seaton, 2641, , 19240906, 26, 04 79180867, 1237157, 8
rec-3808-org,   bayley, browne, 16, gibbes place, phillip island, warnbro, 4270, nsw, , 22, 08 78569571, 5306241, 0
rec-6886-dup-0, rubie, , 174, bradfield street, parklands village, tahmoor, 4022, nsw, 19231017, 28, 03 97406348, 5299173, 0
rec-7334-org,   madison, croker, 29, jukes place, walea, blacktown, 4350, vic, 19060302, 38, 02 05383553, 8663062, 4
rec-5269-org,   zachary, waller, 67, callister crescent, , camden, 2160, qld, , 29, 04 37621535, 9118830, 6
rec-3628-dup-2, teagan, adlous, 1, zamia place, , labrador, 2095, sa, 19321209, 23, 08 15965465, 4430394, 2
rec-280-org,   christian, curry, 23, burge close, , sippy downs, 4511, nsw, 19940117, 31, 08 23653210, 3082129, 1
rec-7543-dup-1, , brafdy, 50, yalgan place, , kalamjnda, 5330, nsw, 19761203, 30, 02 33550316, 3874431, 9
rec-6741-org,   callum, white, 23, cuthbertson crescent, , hill end, 5076, nsw, 19260410, 31, 04 92995452, 1723688, 2
rec-3518-dup-0, aurow, elphick, 76, blackwood terrace, pine ill, torquay, 2526, vic, , , 03 90062025, 3533626, 3
rec-6513-org,   benedict, staude, 3, callabonna street, , bongaree, 2285, nsw, 19830124, 30, , 7992561, 7
rec-6706-dup-0, charlltte, dietmayer, 55, gabril olace, , bayvies, 2829, nsw, 19940815, , 08 72721589, 1821318, 2
rec-7921-dup-1, dean, paine, , perrin circuit, , ryde, 0328, nt, 19530608, 33, 02 78598947, 3329069, 7
rec-4871-org,   hannah, kmitas, 146, karuah street, whispering springs, kangaroo flat, 2323, wa, 19781219, 26, 02 43619598, 8734038, 6
rec-3579-org,   robbie, ottens, 19, national circuit, , leichhardt, 2460, wa, 19350910, , 03 84426785, 9546015, 6
rec-2092-dup-1, lauren, green, 10, mclaren crescent, , yo u ng, 2705, vic, 19400210, , 02 22868298, 6760482, 4
rec-4009-org,   thomas, liersch, 73, knox street, , brighton-le-sands, 2537, vic, 19661106, 19, 08 81202599, 5689325, 2
rec-5963-org,   cooper, westbrook, 153, derrington crescent, upper ross medical centre, andrews, 2617, vic, 19750421, 30, 02 18383112, 1494240, 2
rec-7722-dup-4, zachariah, warrior, 97, ern florence crescent, , humpty doo, 2605, nsw, , 27, 07 00118336, 1354463, 0
rec-6307-dup-1, jake, blackow, 180, drysdale circuit, rocklea, bangor, 5669, act, 19970516, 29, 08 63634966, 2963990, 7
rec-9218-org,   emiily, arbuckle, , kleinig street, allandale, st kilda, 4341, , , , 04 70696692, 1180721, 0
rec-1293-org,   kailey, gascoigne, 4, , , tallebudgera valley, 4068, qld, 19430315, 30, 07 60676643, 6681053, 7
rec-2274-dup-0, daniel, dion, 18, antis street, , st kilda east, 5012, qlz, 19771231, , 02 02586038, 9842916, 1
rec-9796-dup-3, jacqueline, hammer, 20, jacka crdscent, , rre, 4719, vic, 19901226, 31, 02 44053166, 5415428, 3
rec-8007-dup-2, , pascoe, 9, gallowayd treet, glenview, thornlie, 3193, nsw, 19020216, 23, 02 94920061, 3882984, 5
rec-3320-dup-3, sea, whit, 4, cutbush street, , para hills, 2655, wa, 19530627, , 07 90745345, 5259307, 6
rec-7999-org,   kieran, white, 11, coxen street, caravn park, brogo, 4171, tas, 19290608, 37, 07 55634399, 6390824, 7
rec-4755-org,   dante, spagnolo, 44, nelumbo street, springetts arcade, salisbury east, 2077, qld, 19511031, 30, 08 50190116, 5636714, 3
rec-8558-dup-0, samantha, hannagan, 18, lyttletonwwcrescent, , gilmore, 2284, vic, 19820219, 39, 04 99542594, 7811044, 1
rec-2878-org,   philip, verner, 21, hutt street, wylarah, laverton, 2250, wa, 19760501, 38, 07 66108660, 8327600, 9
rec-2128-dup-1, adrian, mason, 18, lennard street, , normanhurst, 3207, e, 19440119, 31, 03 46752431, 5051935, 8
rec-8548-dup-1, alicia, irons, 65, port jacksol xircuit, , tarragindi, 2193, wq, 19191128, 23, 07 54768868, 8024367, 3
rec-3028-dup-0, montanna, bernamdo, 25, hoddinott street, ellerside, villawood, , qld, 19661006, 36, 02 61984730, 2203631, 6
rec-5563-dup-0, chelsea, clarkg, 27, macgregor street, , everard park, 4218, nd, 19897025, 28, 04 12951882, 7336417, 0
rec-4440-org,   , leonardos, 79, langdon avenue, , altona meadows, 2171, , 19790405, , 04 88961667, 4714974, 2
rec-6794-org,   holly, morrison, 13, chataway crescent, , st albans, 4169, nsw, 19640412, , 03 35197878, 2661543, 4
rec-1378-dup-1, bryx, crelkin, 42, callaway crescent, , cabramatat west, 3175, nsw, 19371025, 36, , 1475164, 9
rec-2458-org,   isabelle, weerakkody, 211, , yarrandale, port macquarie, 6163, nsw, 19520611, 29, , 2518704, 5
rec-4591-org,   isabella, lodge, 32, marconi crescent, gumnut cottage, port adelaide, 4122, qld, 19690921, 30, 08 56580958, 7348410, 9
rec-7890-dup-2, katedlyn, mcmullen, 38, archer street, , northmad, 3127, qld, 19219226, 31, 04 99775071, 4938768, 3
rec-5764-dup-4, angelica, weaver, 25, morgan crescent, court units, blacktown, 3850, sa, 19270723, , 03 36338786, 9857521, 6
rec-3278-org,   rosa, bissett, 23, de lissa street, , prospect, 3107, nsw, 19350921, 23, 02 06304649, 5469623, 4
rec-5748-org,   lani, calvett, 16, holyman street, brentwood village, toowoomba, 6015, wa, 19810117, 24, 03 58761915, 4477875, 0
rec-8792-org,   montana, denholm, 7, gatty street, jessiefield, orange, 3038, , 19040628, , 08 13615478, 5096165, 9
rec-8692-dup-1, webb, sonja, 37, lomandra street, , camperdown, 5013, vic, 19310255, 33, 08 73651748, 3084282, 1
rec-5465-org,   zali, krollig, 15, challis street, , huntfield heights, 4703, nsw, 19830822, 27, 08 37452664, 5670320, 5
rec-5617-dup-2, sophie, elphpck, 27, bauhinia street, , broadford, 3016, msw, 19401127, 30, 02 85188677, 7620989, 8
rec-1731-org,   sophie, hah, 2, barker street, , condon, , , 19450625, 10, 02 76445806, 6532061, 0
rec-3936-dup-0, maddison, clarkke, 81, , , yangebup, 5606, wa, , 23, 07 76137801, 6651633, 7
rec-240-org,   sarah, wapper, 43, brereton street, , port macquarie, 5608, nsw, 19910929, , 02 08081846, 1972167, 5
rec-4929-org,   joshua, lock, 167, yarra street, sunbury, leeman, 6053, nsw, 19870228, 8, 02 36774463, 4727995, 2
rec-2169-org,   zachary, finamore, 2, mollee crescent, , boondall, 3355, vic, 19301221, , 07 02509688, 4135610, 8
rec-6859-org,   daniel, horvathe, 41, eugenia street, eurilla, robina, 3199, qld, 19431124, , , 4737676, 0
rec-4605-dup-0, adam, white, 3, bangalay crescent, , casino, 3020, , 19420021, 31, 04 27897597, 5802052, 4
rec-9740-dup-0, macormack, rollins, 20, throsselo street, , mullumbimby, 2264, nsw, 19740809, 37, 08 30516407, 9358966, 2
rec-5580-dup-0, georgia, waller, 895, o'sullivan street, dahwilly cottage, moorabbin, 4870, vic, 19619429, 26, 07 32987448, 3820032, 0
rec-940-org,   sarah, montgomery-quin, 15, abrahams crescent, , greenacre, 5256, vic, 19830323, 38, 02 60256961, 6592717, 9
rec-1421-org,   ainsley, nguyen, 103, mackennal street, , moorooka, 2194, vic, , 28, 03 80489449, 1403677, 2
rec-9694-dup-0, matthew, reid, 4, citywalk, , south wentworthville, 2131, qld, 19480619, , 03 39918017, 6192104, 1
rec-4696-dup-3, jarred, ho, 115, mcvilly close, heritage est, inglewood, 2232, , 19340126, 23, 07 73746452, 2741499, 6
rec-2465-dup-1, connor, colema, 18, bunny stheet, argyle, mount pleasant, 4133, vic, , 72, 02 66882318, 1957764, 0
rec-3147-org,   samuel, webb, 4, anembo street, veone, hamilton, 2074, vic, 19421111, , 07 52750837, 7201084, 4
rec-2769-dup-0, alexander, noack, 10, littlerzplace, , dapto, 6200, vic, 19070727, , 08 63717426, 4132767, 8
rec-3861-dup-2, amber, mchemry, 573, ashkanasy crescent, pinewood, urangan, 7270, nsw, 19540720, 37, 07 89587008, 9201323, 9
rec-6833-dup-1, emiili, strie, 164, torrens street, , moe, 6470, nsw, 19650809, 03, 03 71738325, 1433925, 8
rec-5392-org,   anneliese, kreft, 4, wittenoom crescent, gulgong vineyard, elwood, 4860, wa, , 26, 07 70726204, 2014219, 4
rec-6507-dup-0, chlze, gohl, 54, lambrig gsttreet, , , 2095, , , 33, 07 56071860, 6051192, 5
rec-9667-dup-0, charles, matthews, 52, culgos, hood place, glenmore park, 2830, nsw, 19400201, 26, 02 67680208, 3313030, 1
rec-9655-dup-4, zack, , 53, bennelong crescent, pelican park caravn park, birmingham gardens, 3143, wa, 19541010, 72, 03 51930677, 6240376, 0
rec-9738-dup-2, scott, berwry, 3, theodore street, , cobar, 2430, vic, 19822019, 28, 03 03987081, 5012640, 0
rec-867-dup-1, chelsea, halvarsen, 27, blackmanmcrescent, , relbia, 2560, wa, 19930514, , 07 77689543, 2806605, 5
rec-6265-dup-1, , crooke, 32, hopetoumcircuit, , theodore, 2285, wa, 19061127, 31, 03 93457770, 4582558, 7
rec-9573-org,   stephanie, stroeh, 52, hoseason street, farewell, glossop, 3781, , 19850419, , , 8724320, 9
rec-1219-dup-3, coulson, sarah, 9, chisholm street, , mountain creek estate, 2630, , 19498235, , 03 20986600, 2361913, 5
rec-6307-dup-3, blacklow, jake, 180, rocklea, drysdale circuit, bangor, 5606, act, 19970513, 29, 08 63634966, 2963990, 7
rec-3140-dup-0, travis, mcfadcenn, 4, condamine street, rpc 371031, jamestown, 3550, vic, 19220313, 21, 07 60302661, 9368615, 3
rec-5207-dup-2, ruby, popovoc, 34, gillespie street, , jesmond, 6230, , 19910286, 31, 07 98957140, 4108430, 6
rec-8466-dup-3, rebeva, buttrose, , arthur circle, , concord, 3108, vic, 19813021, 31, 03 03692079, 3836142, 4
rec-4520-dup-2, rubie, fitzpattick, 24, dugan street, , belmont, 2330, vic, 19980612, 31, 02 76003852, 4538252, 5
rec-6578-dup-0, isabeola, white, 26, hargraves rescent, , norwood, 3040, nse, 19451125, 29, , 8196014, 3
rec-6198-org,   joshua, clarke, 16, bulwarra close, port 4, toowoomba, 4810, qld, 19010518, 28, 04 35644784, 1758666, 8
rec-7929-org,   thomas, richmond, 18, wrenfordsley place, st vincents medical centre, artarmon, 4370, nsw, 19571110, 32, 04 30542356, 3702650, 3
rec-4662-org,   jessica, egan, 140, kidston crescent, rowethorpe, , 4285, nsw, 19300928, 31, 07 69850276, 1900589, 9
rec-4597-org,   michael, green, 23, hallen close, , edgewater, 5031, vic, 19671214, 31, 02 67278000, 8136493, 3
rec-1488-org,   chevonne, millar, 21, styles place, , albury, 2530, nsw, 19360209, 28, 08 83136384, 7543996, 0
rec-1480-org,   james, ehmcke, 10, chuculba crescent, , penrith, 2170, nsw, 19820904, 38, , 9972438, 8
rec-1328-dup-0, alef, havelberg, 27, shackletob circuit, , strathmerton, 3175, wa, 19050110, 33, 08 45160282, 5145447, 0
rec-1930-dup-1, charli, fauser, 2, banfield street, young retirement village, west crodon, , qld, , 25, 02 60198228, 9439867, 2
rec-8191-dup-1, noah, reece, 665, cunningham street, , port macquarie, 4116, vic, 19470909, 35, 04 78159946, 3201623, 3
rec-8486-org,   maggie, pasalic, 28, goyder street, , geelong east, 3158, , 19740204, 32, 03 80550502, 2591509, 7
rec-3918-dup-3, kyle, mccarithy, 80, cobb crecsent, , blabjtown, 6076, nsw, 19540524, 28, 08 85886605, 7983145, 5
rec-5710-org,   kyle, yappa, 363, musgrave street, , springfield, 3464, , 19851119, 39, 02 39979671, 4761183, 5
rec-2477-dup-0, rynw, joannou, , maclaurin crescent, pyramid cara park, port lincoln, 4215, , , 23, 04 83708704, 6062077, 4
rec-2109-org,   molly, pitsikas, 9, moon place, , batlow, 2162, wa, 19320330, 10, 07 58063577, 6629622, 3
rec-2209-org,   jenna, lowe, 24, , brentwood vlge, mount mee, 2620, nsw, 19630909, 32, , 6243559, 0
rec-764-org,   lily, pegg, 27, howe crescent, , wantirna, 2154, vic, 19431126, 24, 04 99241034, 3369329, 6
rec-4570-dup-2, braedon, george, 9, pinschof place, , caroline bsprings, 2282, nsw, 19811020, , 07 49538640, 1218022, 3
rec-5791-dup-1, geobia, rege, 38, sharwood crescent, palmwood court, lake illawarra, 2305, vic, , 37, 02 87947046, 1058081, 3
rec-1589-org,   alysha, slape, 5, octans close, , coromandel valley, 6104, wa, 19910501, 32, 08 39618230, 1831512, 2
rec-6279-org,   hannah, seddon, 62, groveland crescent, , rock valley, 3551, nsw, 19590309, 8, 08 58371749, 1831887, 1
rec-3906-org,   alessia, white, 16, banambila street, mortlach, ringwood, 3122, nsw, 19911213, 21, 04 95955441, 1554047, 6
rec-4676-org,   benjamin, dobell, 18, chowne street, , edi upper, 4506, nsw, 19140821, , 03 34774196, 8271107, 9
rec-2998-org,   charlotte, sarah, 62, louis loder street, , tongala, 6122, sa, 19190628, 24, 04 14442427, 3255039, 3
rec-2510-dup-1, lauren, oms r, 6, forsythe street, , devonport, 4123, qld, 19940616, 27, 04 45116641, 5745526, 0
rec-3576-dup-1, aloysius, green, 37, dumaresq ktreet, , crowsaest, 3163, vic, 19710221, 19, 03 41539236, 8133845, 3
rec-3095-dup-2, jordyn, biscoe, 7, street egenezer, wooraninda, salter point, 3824, qld, 19730413, 37, 07 37429345, 5824934, 7
rec-3526-dup-0, emerosn, coulsn, 138, halford crescent, , mill park, 3028, qldp, 19811226, , 02 08419542, 7835352, 1
rec-5589-dup-1, mitcehll, berry, 3, severne crescent, , irymple, 3146, vic, 19759713, 36, 04 29784913, 8026545, 9
rec-6684-org,   talia, harrington, 161, ruwoldt place, rsl, cabramatta west, 3054, wa, 19761021, 12, , 6669448, 3
rec-6382-org,   joshua, stanley, 12, bindel street, kmart p plaza, frankston, , sa, 19901206, , 04 60187971, 5980674, 0
rec-8718-dup-1, keahley, large, 8820, braindstreet, greenways, barwonheads, 4020, vic, 19920214, , 04 33304697, 9355287, 1
rec-5108-org,   sonja, fogliano, 1, tyson street, ainslie house, carnegie, 6008, nsw, 19101116, 39, 07 75143131, 2029767, 9
rec-7884-dup-4, angus, graue, 16, thesiger court, , winor, 3334, qlfo, , 29, 08 41826095, 5587350, 0
rec-4497-org,   holly, berryman, 23, dane close, , edithvale, 2136, qld, 19100819, , 04 53663436, 8557739, 4
rec-8885-dup-1, joshua, ratbcz, 55, cromwell circuit, , cawaral, 5083, nsl, 19360216, 26, 07 98429515, 8949624, 1
rec-2707-org,   zarlia, egan, 18, namatjira drive, , athol park, 5066, nsw, 19910718, , 04 11447199, 7085733, 4
rec-2072-org,   zac, reid, 32, welsh place, bells ck, whitfield, 2602, nsw, 19031030, 40, 08 91716821, 2122804, 7
rec-1609-org,   oliver, swiggs, 97, dacomb court, , mona vale, 2232, nsw, 19511205, , 03 01614122, 8921830, 6
rec-8363-org,   natasha, everett, 43, liverpool street, milton, beaumaris, 3076, nsw, 19890326, 29, 03 17230849, 4241539, 6
rec-8754-dup-1, , emmanuel, 11, diamantina ucrescent, , woodcroft, 2340, vic, , 35, 03 16299605, 4751177, 6
rec-9897-org,   jake, hand, 59, lodder place, , thornleigh, 6330, vic, 19650927, 32, 04 63622998, 3160573, 0
rec-5923-org,   genevieve, bates-brownsword, 173, burnett street, morn moot, st kilda, 2196, nsw, 19000910, , 03 97560044, 7776211, 8
rec-5203-dup-2, harrison, fogi, 79, bamfordstreet, , south wentworthville, 6070, tas, 19700902, 32, 04 00635834, 5232143, 7
rec-8953-org,   tommi-lee, montroy, 1, southern cross drive, osprey vill, como, 2025, tas, 19351218, 26, 03 52357201, 8927213, 9
rec-5152-dup-0, mary, snll, 75, patey street, , mayfield, 4868, vic, 19860295, 32, 02 67179374, 3907091, 7
rec-1648-dup-1, olivia, callado, 8, canberra avenue, , granthsm, 3214, nsw, 19260913, 33, , 2285907, 7
rec-6936-org,   amy, white, 2, favenc circle, old barn, oaklands park, 3380, , , , 03 92150147, 3510652, 8
rec-8284-dup-2, emipky, fearokn, 27, magarey olace, villa 405 bally cara, para hills, 3058, qld, 19120325, , 07 77083550, 2136083, 5
rec-6328-org,   alec, dent, 215, pearson street, , birkdale, 4566, wa, 19380824, 34, 08 66781957, 3352959, 3
rec-6324-dup-0, rundle, jasper, 67, thurlow place, , hemmant, 3195, vic, 19101016, 7, 04 63815148, 1359505, 1
rec-6333-org,   hayden, lemke, , nulsen circuit, , highett, 3127, nsw, 19540608, 23, 08 38479718, 2125171, 1
rec-5207-dup-0, ruby, po povoc, 34, gillespie street, yathong, jesmod, 6230, nsw, 19910216, 15, 07 98957140, 4108630, 6
rec-1957-org,   edward, mason, 51, ashkanasy crescent, , mcdowall, 6018, nsw, , , 04 65131861, 6147673, 9
rec-2530-org,   sachin, asher, 26, dunstan street, , kalamunda, 3644, qld, 19680807, , 04 88491870, 4960746, 2
rec-9458-org,   hayden, matthews, 4, sassafras place, , boyne island, 2650, vic, 19310602, 29, 02 22865881, 7155645, 6
rec-7072-org,   lilian, matthews, 29, macgregor street, casuarina village, paddington, 5482, qld, 19671204, 20, 03 03853857, 7131355, 6
rec-5088-dup-0, nicholas, waltricz, 94, dooland court, pontibah, bulimba, 7406, vic, 19731207, 29, 03 67044834, 8452567, 1
rec-5395-dup-0, brock, ruby, 7, westgarth street, , , 3186, sa, 19840174, 41, 02 00471298, 5257410, 3
rec-8937-org,   warrick, luvisi, 73, , glenmore, , 6401, nsw, 19891023, 24, 03 20581932, 1374873, 6
rec-5133-dup-0, leon, campbell, 4, ferdinandrstreet, , yangebu, 5033, nsw, 19441125, 32, 03 38691123, 4562567, 3
rec-1908-dup-2, maddison, reid, 65, von guerars urescent, , castlenmaine, 5155, nsw, 19480111, 19, 07 95078146, 2586825, 9
rec-9660-org,   blaize, passmore, 606, ellerston avenue, , golden grove, 3155, qld, 19960807, 36, 08 07054541, 6854224, 4
rec-1480-dup-0, james, ehmvke, 10, chuculba crescent, , penrith, 2710, nsw, 19820904, 38, 03 30092864, 9972438, 8
