rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-2544-org,   ruby, matthews, 33, john cleland crescent, , clovelly, 2077, vic, 19631018, 24, 03 17481250, 3359532, 2
rec-3042-dup-1, jackson, ryan, 15, hensman street, , warooga, 4580, nsw, , 25, 04 72077696, 6462347, 2
rec-2438-org,   corie, wyllie, 6, narryer close, , riverwood, 3029, , 19600227, 36, 08 47611873, 3017977, 8
rec-3649-dup-0, campbell, grimaldi, 172, gritten street, thurlgona, paskeville, 3018, qls, 19290211, 31, 07 87879609, 4702544, 2
rec-933-dup-0, sarah, wimbush, 60, du faursstreet, villa 2, new farm, 2443, nsw, 19990821, 27, 02 02536010, 1463875, 5
rec-2160-org,   lily, scerri, 8, cuthbert circuit, ridgebrook, flemington, 5355, qld, , , 07 35255167, 7084965, 3
rec-3598-dup-1, jasmyn, sheloye, 25, banksia street, locheil, shoalwater, 2449, nsw, 19150605, , 03 02343801, 8785254, 1
rec-2357-dup-3, kesly, clarke, 35, mansfieldlplace, lazy acres, aspley, 2298, wa, 19690806, 31, 07 10124438, 5527519, 7
rec-2795-dup-3, breeanne, blake, 1, mackennal sfreet, parry house, new town, 3660, wa, 19370705, 29, 03 73905561, 8268172, 3
rec-3825-dup-3, anita, nguyen, 42, james smitg circuit, , dandenong north, 3631, vic, 19810935, , 04 26939283, 5902596, 6
rec-3620-dup-1, jemma, borges, 34, court bural, crown chambers, auburn, 2291, , 19191226, 17, 04 22151362, 6549416, 5
rec-2489-org,   finlay, van der kolk, 7, , , seymour, 3995, qld, 19610521, , 04 76468165, 9432965, 7
rec-3211-dup-1, george, lock, 6, bainton crescent, linton, bonnyrigg, 6415, vic, 19991110, , 07 26101677, 5155654, 3
rec-234-dup-1, kirrah, passmore, 309, place simmie, , birchgrove, 2010, wa, 19420702, 26, 02 51170071, 4898651, 6
rec-1090-org,   ambrosia, lilly, 34, maccallum circuit, , moranbah, 2454, vic, 19900308, 30, 08 26935633, 2592039, 1
rec-447-dup-0, annabel, croucj, 77, epenarra close, , toorak, 2010, abt, 19841103, 19, 02 96335441, 3356496, 8
rec-847-dup-3, chelsea, matthews, 6, shandon place, , bundaberg, 4812, act, 19731119, , 02 73837400, 4950522, 8
rec-1802-org,   mitchell, berryman, 39, higinbotham street, the willows, ulverstone, 3953, vic, 19501227, 21, 04 34636212, 9073670, 0
rec-2171-dup-3, hollie, nykamp, 43, parer sreet, , munno para west, 3444, qld, , 30, , 8100549, 5
rec-3339-dup-1, harri son, kaleb, 161, eucumbene drive, kacadoo, preston, 3204, nsw, 19600517, , 02 30944289, 3460112, 5
rec-2119-dup-3, rachel, walkington, 24, pratt place, carrington retrmnt vlge, maruln, 3150, sa, 19200219, 40, 02 89275972, 8947395, 5
rec-4794-dup-2, lucy, zimmermann, 69, meldrum street, , allambie heights, 2093, , 19880712, 27, 08 20445785, 3843269, 2
rec-2791-org,   bailey, weaver, 214, twamley crescent, , mount isa, 5343, qld, 19000828, 29, 04 27004013, 2850006, 0
rec-4857-dup-1, jodl, kowald, 42, crisp circuit, , highgate, 2122, wa, , 33, 03 14014319, 8396693, 6
rec-3597-dup-1, rhys, green, 28, , , frankston, 5034, , 19891224, 31, 02 64343075, 6911734, 8
rec-2442-dup-3, , elksnat, 21, archibald street, , werrington, 2508, wa, 19790291, 37, 07 28321748, 7644061, 0
rec-4035-dup-0, amelia, frada, 28, rankin street, janefield, tweedheads, , vic, 19410193, 25, 04 75982061, 2607807, 6
rec-3343-org,   abbey, colquhoun, 34, rylah crescent, , bonnells bay, 2343, nsw, 19760619, 34, 04 05918383, 1268621, 5
rec-3295-dup-0, chloe, christerson, 33, bendigo street, , torrensville, 2650, vix, 19090421, 25, 04 32397942, 3047236, 3
rec-1877-dup-0, travis, sonnack, 107, lachlan stfeet, hidden valle, landsdale, , vic, 19540702, 30, 02 83099707, 9842678, 2
rec-3034-dup-2, dylan, grevn, 6, achernar close, cawarra cottage, noble park, 2525, vic, 19180925, 27, 07 80011695, 4532335, 1
rec-1155-dup-0, flynn, clarke, 2, morant circuit, , blackbutt, 4812, , 19091106, 31, 08 81650320, 9803791, 5
rec-2995-org,   jakob, coffey, 7, namadgi circuit, , wangaratta, 2800, sa, 19510319, , 07 06351104, 1353815, 9
rec-1440-org,   stephanie, royle, 44, somerset street, dooducinn, springwood, 3175, wa, 19000902, 24, 02 55421403, 3652092, 5
rec-1658-dup-1, jessica, reid, 99, mueller street, kimbla, aldinag beach, 3065, vic, 19211117, 32, , 4098278, 1
rec-3193-dup-0, montana, strojcach, 43, biddlecombe street, casablanca, maryborough, 2176, qld, 19551222, 28, 07 69827710, 2121262, 8
rec-1465-dup-0, haylee, jolly, 14, ballumbir street, , thirroul, 2326, nsw, , , 08 58068739, 4808999, 6
rec-2820-dup-1, libby, filce, 286, goldner circuit, , eastwood, 4740, qld, 19460916, 30, 07 75701106, 3632101, 4
rec-3640-dup-0, eva, teague, 17, crower, eugenia street, sunshine, 3172, qld, 19850901, 24, 02 60022782, 1869093, 7
rec-928-dup-0, joel, hage, 1, ireland place, wistari homefield, lethbridge, 5108, , 19470818, , 02 74038618, 5638668, 5
rec-4584-dup-2, amelia, purkalitis, 62, northbournezavenue, , forest hill, 4558, , 19590113, 6, , 6842220, 7
rec-31-dup-0, alessandra, chittleborough, 11, rehfisch close, mountainside, keswsk, 2527, nsw, 19480326, 32, 02 36968254, 4592197, 3
rec-4848-org,   adam, gowling, 3, moncrieff street, , bundeena, 2540, qld, 19640328, , 08 70547749, 5093809, 9
rec-211-dup-3, april, spears, 7, fred lane crescent, , forrest, 4301, qld, 19130526, , 08 90914843, 5704859, 9
rec-1824-dup-0, riley, ayres, 6, britten-joles drive, ridge glen, campsie, 6042, nsw, , , 08 87934512, 5530361, 4
rec-950-dup-1, luke, , 22, kallara close, geebunh, penshurst, 3148, nsw, 19430125, 12, 07 05243597, 7657920, 8
rec-2453-org,   daniel, bunjo, 161, tompson street, mountain valley, belbora, 4700, qld, 19730801, 26, 04 32527938, 2113212, 4
rec-2925-org,   william, zimmermann, 8, arabanoo crescent, , palmerston, 3561, vic, 19080111, 22, 04 87613207, 2867431, 5
rec-4632-org,   david, dallas, 8, goodchild street, lingard, lake cathie, 2540, nsw, 19330613, 21, 07 59942095, 1744198, 6
rec-3132-org,   nicholas, mcjannett, 52, bean crescent, ngarigo, orelia, 2280, wa, 19280108, 29, 07 08320523, 6299718, 8
rec-4125-dup-2, d'arcy, millar, 1, greenup close, , andergrove, 4217, qld, 19470827, 23, 03 08467594, 9580307, 5
rec-3791-dup-1, alana, tsonia, 11, walsh place, , mooloolaba, 2026, , 19340327, 39, 04 21089226, 3405289, 8
rec-1564-dup-1, charles, stanbury, 5, mcdonnell close, rowethorpe, new residence, 2094, vic, 19201218, 25, 07 11998543, 9842332, 6
rec-3871-dup-1, hugh, wellee, 174, costello circuit, , the entrance north, 2212, tas, 19132212, 26, 04 29488887, 2019436, 9
rec-3124-dup-4, zachary, carbone, 1, tanumbirini street, , manly vale, 4300, nsw, 19013025, 33, 03 08760598, 2704659, 1
rec-3134-dup-1, harrison, berry, 38, tiwi place, , south yunderup, 4151, , 19450110, , 04 46079185, 5889261, 5
rec-2882-org,   samuel, tregloan, 15, drake brockman drive, , seaton, 6152, sa, 19040121, 21, 02 22589962, 1827928, 5
rec-4196-dup-1, benjamin, hersey, 18, ritchiejstreet, killarney, laverton, 5065, , 19210721, , 02 91855697, 2093748, 1
rec-4191-org,   hannah, copp, 418, taronga place, , emerald, 2016, nsw, 19250529, 27, 07 97354847, 7253153, 6
rec-4409-org,   charlotte, steinert, 11, faithfull circuit, , melville, 3135, tas, 19161023, 13, , 4817279, 3
rec-4334-org,   mollie, paine, 50, wenholz street, lamington medical centre, st kilda, 4506, sa, 19630104, 35, 07 35148892, 9759517, 5
rec-78-dup-2, , kennealy, 7, kohlhagen street, , katandra west, 3934, , , 33, , 3186925, 5
rec-4904-dup-2, jack, beattie, 19, gouger street, , altona north, 2216, vic, 19590627, , 04 01573490, 9139525, 2
rec-2905-dup-0, aiden, cochrane, 10, cramptoj place, , windso, 6109, sa, 19891027, 9, 03 66731199, 2128581, 0
rec-461-org,   phoenix, fenwick, 15, girdlestone circuit, , hamilton, 3672, vic, 19441204, , 04 77298856, 2809321, 9
rec-4027-dup-0, james, tiller, 22, hickenbotxam street, , holden nill, 2340, qld, , , 04 86202598, 3605753, 6
rec-989-dup-1, marco, shadbolt, 1, tallara parkway, , frankston, 3851, vic, 19860522, 26, 07 90539247, 3076877, 5
rec-4049-org,   jairus, varcoe, 47, williams street, , mount pleasant, 4740, , 19910219, 34, 02 53049363, 2536210, 3
rec-691-org,   yasmin, murton, 3, burford place, mayo specialist medical centre cnr comme, belmont, 4215, , 19290827, 13, 03 52354138, 2601911, 2
rec-2113-dup-0, madeline, carbone, 42, hampton circuit, , murray bridge, 2166, qld, 19230429, 36, 07 86645824, 6503841, 0
rec-3586-dup-3, isabeole, wang, 122, tyrrell circuit, westella, ashgrove, 4225, qld, , 22, , 9198736, 4
rec-3156-org,   stephanie, fehrmann, 60, hilder street, , mawson, 2250, sa, 19931121, , 07 08625865, 2932288, 1
rec-2756-dup-3, mikhayla, ryna, 3, mollee crescent, , macquarie fields, 3047, qld, 19990531, 11, 08 24498662, 3163528, 6
rec-669-org,   campbell, mason, 36, bimberi crescent, , glenmore park, 5073, vic, 19250419, 33, , 9954725, 2
rec-4252-org,   liam, beams, 40, carrodus street, , boondall, 4151, qld, , 42, 02 25199558, 1040563, 4
rec-4290-dup-1, angus, gulin, 52, downes place, emerald banks, kempsey, 2303, wn, 19060729, 30, 02 75672116, 4462353, 3
rec-26-org,   brodie, fawkner, 15, fergusson crescent, greenwood, vinegar hill, 4660, , 19530926, 35, 04 41610554, 7524087, 6
rec-197-dup-0, maclaine, troy, 10, , north star holiday resort, salt ash, 2614, tas, 19720924, 29, 04 91999509, 6120083, 3
rec-1760-org,   seth, buhagiar, 81, vasey crescent, gulmarrad street, asquith, 3618, vic, 19801121, 32, 08 12845943, 4735630, 4
rec-703-org,   bronte, kowald, 32, , , punchbowl, 7300, nsw, 19890612, 25, 08 67816203, 9151393, 8
rec-4178-org,   matthew, chandler, 22, brittlebank circuit, , st albans, 3144, wa, 19500322, 34, 08 57837865, 2515495, 4
rec-999-dup-1, tristan, viko, 31, weir place, granite hills, orford, 2731, nsw, , , 02 85279096, 1619418, 1
rec-1119-dup-2, keziah, mason, 52, , karalta park, hillsborough, 4350, nsw, 19280226, 33, 02 68950613, 4135365, 5
rec-3136-dup-0, blake, bansemre, 60, newland street, afflexian, ruse, 6064, vic, 19351108, 32, 04 68745454, 3415540, 1
rec-4349-org,   felicity, , 93, bandjalong crescent, berkeley village, yarraville, 4213, , 19840628, 9, 08 72479435, 4790387, 2
rec-3602-org,   , kowald, 31, haswell place, , harristown, 2140, nsw, 19081110, , 07 86274461, 3336619, 8
rec-2197-dup-1, asha, waller, 0, enderby street, , toowoomba, 2263, nsw, 19080831, , 02 00171448, 5923270, 5
rec-1254-dup-0, lia, sinikovic, 1, froggatt street, , yinnar, 4878, nsw, 19520116, 30, 08 91840274, 3079347, 8
rec-2596-dup-1, kane, mccarthy, 45, ranken place, wambanumba, kalamunda, 3085, ql, 19440607, 27, 04 07996145, 2701255, 4
rec-220-org,   jake, rees, 31, wettenhall circuit, , cobar, 2880, nsw, 19961011, 21, 07 59165394, 6429597, 8
rec-2387-dup-0, delaney, george, 56, foskett street, woodlands house, east maitland, 2230, nsw, 19921020, 27, 02 48810726, 7284839, 3
rec-207-org,   harrison, lauchlan, 13, alli place, , warburton, 6061, vic, 19041114, 21, 03 06567453, 9715352, 9
rec-2711-org,   hayley, dehoedt, 29, bugden avenue, toora, labrador, 4110, nsw, 19091023, 32, 07 72939770, 6732140, 3
rec-3686-org,   sienna, butter, , dowling street, , parkdale, 3131, tas, 19360614, 24, 03 67395320, 1872405, 0
rec-3046-dup-2, joshua, trad, 8, miller street, heritage est, 2590, woree, vic, 19890210, 33, 02 65848444, 1332031, 3
rec-706-dup-1, heath, curezm, 5, shackleton circuit, , windsor, 3218, vic, 19820618, , 03 38129397, 4685721, 9
rec-3664-dup-0, madeline, cochrane, 4, southern cross drive, , nambour, 4771, vic, , 12, 03 72943002, 9588431, 8
rec-2052-org,   , burkevics, 2, thomas hart street, dryrock gulch, tooborac, 2354, nsw, 19270513, 32, 04 72113010, 3073604, 0
rec-1664-org,   emiily, pirog, 10, ainslie avenue, , sandy bay, 3782, qld, 19310512, 25, 04 37653535, 6979057, 4
rec-3043-dup-0, m, donaldson, 31, mein place, , dover heights, 2160, vic, , 33, 08 40563682, 5840603, 1
rec-2382-dup-1, maddison, grubb, 12, damalaqsfreet, , sippy downs, 4610, nsw, 19600707, , 08 37217753, 6648794, 9
rec-4526-org,   sophie, smallacombe, 1, fitzmaurice street, , north sydney, 5343, wa, 19281027, 32, 03 43396190, 7944693, 3
rec-4386-org,   emiily, avcarich, 1, ijong street, , toowoomba, 4305, nsw, 19610420, 22, 02 15069031, 9562455, 2
rec-4365-org,   emiily, tuckwell, 16, yamba place, , rochedale south, 3977, vic, , 32, 04 90018478, 1860238, 8
rec-2371-dup-0, ned, godoe, 14, bonwick place, , westmeadows, 4350, nsw, 19310403, 21, 08 21200791, 8637100, 3
rec-3248-org,   jack, demarco, 108, sollya place, , box hill south, , vic, 19250208, 29, 02 17687380, 4441605, 4
rec-3192-org,   harrison, mortlock, 12, le gallienne street, meringle, san remo, 2044, sa, 19250905, 7, 04 83951367, 3544519, 7
rec-2544-dup-2, ruby, matthews, 33, john clelana crescent, , clovelly, 2077, vic, 19631018, 24, 03 17481250, 3359532, 2
rec-1526-org,   gracie, antoku, 202, derrington crescent, , shoalhaven heads, 2602, nsw, 19050219, 22, 03 23507109, 6897031, 8
rec-1175-org,   ebony, green, 763, beaumaris street, rowethorpe, brighton-le-sands, 2074, vic, , , 07 68744883, 5475772, 0
rec-1682-org,   marco, shoeman, 40, bamford street, mabuiag island, mona vale, 2265, qld, 19980416, , 08 15476269, 7083312, 4
rec-1824-dup-1, ayres, riley, 6, britten-jones drive, ridge glen, campsie, 6042, nsw, , , 08 87943512, 5530361, 4
rec-4232-org,   brett, lowry, 215, eggleston crescent, , laverton, 4674, vic, 19210228, 21, 08 94727043, 5912480, 6
rec-462-dup-2, timothy, sbirvakos, 36, mcclelland avenue, , thornbury, 4850, vic, 19940481, 31, 08 64037456, 4098192, 3
rec-4866-org,   claire, goldsworthy, 33, cruikshank street, , como, 3199, nsw, 19210826, 39, 02 67834141, 9746817, 3
rec-358-dup-0, matilda, ma, 7, noongale court, , keilor est, 6020, vic, 19170721, , 07 65612133, 5911027, 1
rec-3144-org,   steven, clarke, 1114, denovan circuit, , mount annan, 3173, vic, , 22, 07 49073649, 2693132, 8
rec-3699-dup-2, georgia, shelley, 22, duffy street, brookvale, exeter, 3682, sa, 19911002, 31, 07 58291144, 5277412, 8
rec-3627-dup-2, daniel, haeusler, 3, liffey circuit, , st albans, 7256, vic, 19440802, , 02 10857715, 8974125, 9
rec-3330-org,   luke, goldsworthy, 20, beeby street, , brunswick west, 2021, vic, 19940826, 11, 07 53226594, 8016228, 1
rec-4421-dup-0, rosie, mchenry, 9, goldner circuit, longridge, abbotsford, 5084, nse, 19820916, 23, 07 03269674, 7877991, 2
rec-2994-org,   lauren, headon, 84, pethebridge street, wonga square, collie, 3658, qld, 19070815, 34, , 9539867, 7
rec-89-dup-1, freya, ziersch, 15, wheeler crescent, , moe, 3284, sa, 19351891, 34, 03 01372510, 8644792, 6
rec-447-dup-1, annabel, crouch, 77, epenarravclose, , toorak, 2010, act, 19841103, 19, 02 96335441, 3356496, 8
rec-439-org,   fraser, smith-roberts, 41, enid lorimer circuit, booroopki park rmb 596, casino, 2229, vic, 19020903, 22, 02 06658565, 1539726, 8
rec-1847-dup-0, thomas, , 12, gleadow street, rosehill, nambour, 3025, nsw, 19181216, 38, 02 77361007, 7677080, 6
rec-1106-dup-0, shane, jardine, 8, cornelianplace, , seaview downs, 2722, vic, 19340222, 23, 04 99825506, 2649313, 2
rec-3731-dup-0, ebony, southgate, 8, , , kendall, 2347, nsw, 19730049, 23, 02 99543684, 9740730, 4
rec-2612-org,   molly, takats, 67, barritt street, yakilli park, carlingford, 2800, nsw, 19180305, 8, 08 13135195, 8846796, 0
rec-281-org,   hannah, bruhn, 31, goldsborough close, , whitemark, 5291, tas, 19560930, 28, 08 35190069, 5284908, 1
rec-2623-dup-1, samuel, pitsikas, 187, samuels crescent, , torquay, 3056, wa, 19903501, 5, , 5082616, 4
rec-127-dup-1, lewis, aspinall, 39, , polynesian village, norah head, 3556, act, 19010726, 13, 04 35482333, 9918686, 2
rec-4584-org,   amelia, purkalitis, 6, northbourne avenue, , forest hill, 4558, , 19590113, 6, , 6842220, 7
rec-4191-dup-3, hannah, copp, 418, taronga place, , emerald, 2016, nsw, 19250529, 27, 07 97354847, 7253453, 6
rec-3352-dup-0, nicholas, morrison, 724, lansell circuit, the briar patch, clayton, 4022, vic, , 22, 02 41823786, 6888483, 6
rec-907-org,   lauren, teague, 2, blandon place, leumeah, lobethal, 2010, qld, 19940823, , 03 50081937, 2435960, 6
rec-1262-dup-3, matise, paterson, 287, vonwiller crescent, , north lismore, 2141, nsw, , 44, 07 72588078, 7334903, 5
rec-747-dup-1, connor, trose, 16, biraban place, , greencare, 4650, nsw, , 26, 07 38690097, 1671673, 5
rec-4003-org,   tasman, paterson, 15, leichhardt street, barweng vineyard, buninyong, 6027, sa, 19780912, , 07 56677872, 5888791, 6
rec-1387-org,   isaac, kammermann, 8, beazley crescent, earl haven, peakhurst, 3172, sa, , 24, 02 49437185, 7279749, 3
rec-4225-org,   fyynlay, mason, 15, mcnicoll place, , wyoming, 2529, qld, 19280225, 33, 03 34749691, 8321928, 9
rec-1235-org,   jack, meaney, , beasley street, business centre, lavington, 4810, nsw, 19400129, 8, 04 04633442, 6706658, 1
rec-1267-dup-0, , bichpo, 22, delprat circuit, tivoli hills, kirrawee, 2456, wa, 19091120, 37, 07 05248276, 1716720, 7
rec-4026-dup-0, , thamotharalingam, 3, , , campbelltown, 4565, , , 31, , 4123721, 8
rec-4265-dup-0, abby, alderson, 571, lewis luxton avenue, aprt t105, naringal, 5052, vic, , 27, 03 76808051, 7987437, 1
rec-3725-dup-1, jacqueline, coulgon, 6, wheatley street, biboohra downs, findoh, 3021, tas, 19690125, 31, 04 61669425, 1680192, 5
rec-1656-dup-1, john, steviens, 34, carron street, , ringwood north, 2256, nsw, 19121023, 30, 07 64551309, 9260309, 4
rec-4205-org,   montana, montfrooy, 422, learmonth drive, arcadia, geraldton, 2444, nsw, 19780807, 36, 07 41900684, 7429756, 0
rec-2562-dup-0, luke, broadby, 267, hagelthorn street, sherwood, maryborough, 2035, wa, , 35, 02 93097496, 9213526, 1
rec-2979-org,   tyron, skeen, , burtt crescent, manor park, bunbury, 2289, vic, 19361123, 43, 02 63408666, 8927345, 0
rec-2642-dup-1, jessica, harslefr, 26, kellick place, , balwyn north, 3862, , 19351126, , 03 70975809, 3676098, 5
rec-4666-dup-1, harry, brownr, 15, parkhill street, , trevallyn, 4560, vic, 19560316, 30, 03 98999295, 2496479, 0
rec-1775-dup-1, tatd, denbes, 344, lambrigg street, , warilla, 4703, tas, 19190630, 32, , 3833238, 7
rec-3054-org,   joshua, dixon, 1, , glebe garden, marleston, 5116, , 19620225, 35, 07 50515363, 1354510, 1
rec-3988-org,   alyssa, tyerman, 3, vale place, , cardiff, 3204, vic, 19191220, 29, 04 31303108, 4477437, 3
rec-2795-dup-2, breeanne, blake, 10, mackennal street, parry house, , 3660, wa, 19370705, 29, 03 73905561, 8268172, 3
rec-4493-org,   kyle, hinkston, 42, valder place, , jesmond, 3805, tas, 19240207, , 07 70032836, 4209458, 8
rec-3070-dup-1, matthew, kingsley, 60, light street, ponderosa, regenthille, 4872, nsw, 19580709, 26, 03 01031191, 1525546, 9
rec-4421-dup-3, rosie, mchenry, 9, goldner circuit, longridge, abbotpsford, 5084, nsw, 19820916, 32, 07 03629674, 7877991, 2
rec-4521-dup-0, connor, canavan, 1, , , chisholm, 3844, nsw, 19430630, 41, 07 72005139, 1577621, 0
rec-3003-org,   lucas, mason, 19, dwyer street, plaza bldg, seven hills, 4879, wa, 19490816, , 02 07728173, 7022646, 0
rec-3293-org,   holly, wiseman, 1, kater place, , winthrop, 4214, qld, 19750322, 33, 04 68311143, 8675761, 1
rec-3133-org,   cooper, gottaas, 90, roth place, legacy units, chester hill, 2160, nsw, 19801013, 9, 04 27022329, 2018869, 2
rec-4048-org,   hayley, hefford, 212, raymond street, enfield park, dalby, 6232, wa, 19770129, 19, 03 82956155, 1931120, 2
rec-264-org,   joel, goode, 311, dethridge street, , cooma, 6000, nsw, 19970514, 39, 08 49619158, 4844599, 1
rec-3178-dup-2, jayden, webb, 121, hall place, , 6010, bibra lake, qld, 19780525, , 04 84554376, 5568962, 0
rec-3136-org,   blake, bansemer, 60, newland street, , ruse, 6064, vic, 19351108, 32, 04 68745454, 3415540, 1
rec-4095-dup-4, isabella, potuszynski, 14, kingsburzyrstreet, , alma bay, 7320, sa, 19901227, 36, 02 82530934, 1361549, 9
rec-2182-org,   dylan, white, 20, knox street, rosetta village, lower templestowe, 5125, nsw, 19560703, 44, 02 22847931, 9452341, 1
rec-3629-dup-0, madison, lidday, 57, bertel crescent, kalyra retirement, surfers paradise, 3224, , 19330722, 32, 02 61153986, 1495903, 2
rec-2491-org,   michael, hague, 9, galloway street, kattamia, taree, 3930, vic, 19280527, 23, 02 92149066, 2647504, 2
rec-3540-dup-0, isabekle, wardle, 82, , strathleigh, doubleview, 3400, wa, 19291219, 38, 02 65624777, 2237954, 3
rec-1602-org,   matthew, white, 25, hillebrand street, , cedar vale, 2170, nsw, 19230317, , 08 65600612, 2150488, 1
rec-3559-org,   lachlan, stoneman, 199, grant crescent, , bossley park, 2031, vic, 19561204, 21, 04 07588935, 6371705, 8
rec-2854-org,   ben, sedelbauer, 34, kurria place, , goomboorian, 3149, tas, 19610821, 24, 08 54906866, 9174321, 9
rec-4268-dup-0, mikayla, leaver, 14, dixon drive, , brisbane, 2904, , , 21, 08 94144993, 6065495, 7
rec-3005-dup-2, lauren, sabbith, 2, hanretttlplace, , east sydney, 6024, qld, 19150117, 13, 02 03342335, 3695233, 9
rec-354-org,   madison, sherriff, 13, totterdell street, casuarina shoppingsqre, dapto, 6564, wa, 19661006, 28, 03 34661687, 5751972, 3
rec-1595-dup-1, madeline, rawlings, 29, adair street, , bargata, 2530, qld, 19480131, , 02 15271836, 5155584, 3
rec-34-org,   ryan, quilliam, 28, james smith circuit, , clifton springs, 4868, wa, 19580228, 37, 02 98349700, 7033211, 9
rec-1485-dup-1, sarah, reid, 91, eldridgestreet, , flemington, 4181, wa, 19550623, , 08 04773206, 5059812, 4
rec-4249-dup-1, jacob, reid, 37, notting court, , woodend, 3235, sa, , , 02 02177851, 1545477, 6
rec-2983-dup-0, caresse, campbell, 4, , , bridgeman udowns, 7330, qld, 19211127, 24, 07 97506946, 4377142, 8
rec-2448-org,   abbey, wasson, 14, docker place, , burraneer, 4118, nsw, 19330117, , 04 02123179, 2667135, 0
rec-3422-org,   courtney, collier, 5, warby place, , stanmore, 5044, wa, , 10, 03 49900883, 7141659, 3
rec-738-org,   natalia, hanna, 14, rapanea street, , nedlands, 2652, nsw, 19550425, 38, 07 11385084, 1598107, 6
rec-2555-org,   diamond, monotti, 16, sidaway street, , burnie, 3046, qld, 19310209, 21, 03 61730940, 4535669, 1
rec-4959-dup-2, , mccol, 48, chave sgreet, donna valley, toronto, 7625, act, 19330103, 35, 03 92360914, 2120017, 1
rec-4810-dup-0, josh, coleman, 20, antis street, , oakleigh, 3199, vic, , 10, 07 49406076, 6081701, 7
rec-2919-dup-0, amy, white, 18, bugdenyqvenue, cottonwood, broadmeadows, 4114, tas, 19621224, 5, 08 80178901, 3874902, 6
rec-51-dup-1, teal, laverick, 5, beatham lose, , camperdown, 3150, wa, 19600522, 34, 03 22185436, 1353821, 8
rec-2790-org,   nicholas, grundner, 34, henry melville crescent, , blacktown, 2264, wa, 19400523, 37, 07 58027165, 4237927, 0
rec-3121-org,   hayden, newbound, 42, meredith circuit, , bonnyrigg, 3418, nsw, 19130420, 28, 02 01419950, 8725296, 9
rec-1988-dup-0, nicholas, stearnes, 62, sexton dtreet, carrweeba, cherrybrook, 2614, nsw, 19280902, 22, 03 11768095, 6052050, 6
rec-3586-dup-1, isabelle, san, 122, tyrrell circuit, westella, ashgrove, 4225, qld, , 19, , 9198736, 4
rec-182-dup-1, erin, cuming, 14, oakey place, , cronnula, 2831, nsw, 19681008, 25, , 2684225, 1
rec-168-dup-2, muenchow, emiily, 309, emily bulcock crescent, villa 19, potts point, 3806, sa, 19371220, 30, 08 44161083, 6549392, 0
rec-4823-org,   caleb, reni, 45, schlich street, , wyoming, 3555, nsw, 19640808, 22, 07 19534158, 4954949, 7
rec-598-dup-3, brinley, bristow, 60, witherssulace, ardess, noble park, 2155, , 19441007, 38, 08 51112312, 7174582, 0
rec-2628-org,   oscar, bishop, 107, meyers place, , anglesea, 0870, , 19831004, 30, 02 58644911, 6154260, 5
rec-255-dup-2, huho, treherne, 19, moorhouse street, carngeal, forrest beach, 2450, now, , 35, 08 11251457, 4454319, 5
rec-2166-org,   kierra, symmons, 59, fiaschi street, churches arcade, kurrajong heights, 7018, qld, 19190224, 41, 04 31079784, 2337423, 9
rec-853-dup-2, vendula, cerins, 116, arthaldo court, , munster, 4074, wa, 19220215, 29, 04 98590400, 3177967, 6
rec-1605-dup-1, henrt, wyllie, 4, bokhara circuit, , blackheath, 2800, wa, , , 07 33758344, 2604495, 1
rec-612-org,   arabella, , 16, cunningham street, , bellevue hill, 2340, vic, 19531019, 32, 02 02565587, 5656557, 5
rec-634-org,   benjamin, wasser, 15, , the chase, ballina, 2026, nsw, 19290514, , , 9138638, 5
rec-3111-dup-0, madison, lode, 7, proby place, villa 444 the village glen, cranbourne, 2347, vic, 19260219, 20, 08 18432219, 6465661, 5
rec-1160-dup-0, kristen, blewett, 15, bizantsstreet, , hawthorne, 3042, , 19060906, 9, 07 18236633, 3932774, 2
rec-2610-org,   brooklyn, dall'armi, 26, newbery crescent, , coolamon, 4160, nsw, 19581223, , , 3366492, 8
rec-1645-org,   elly, spagnoletti, 16, kitchener street, , northcliffe, 4870, vic, 19720801, , 02 25961764, 9849878, 6
rec-1952-dup-0, liam, , 126, cowper street, wiangaree, condr, 6446, vic, , , 02 71710951, 1160600, 7
rec-1892-org,   zali, shepherdson, 21, marrakai street, mt pleasant, broken hill, 2258, wa, , 24, 02 29622682, 9763540, 5
rec-157-org,   gracie, richmond, 39, kevin street, southern cross, lindfield, 2152, nsw, 19781214, 25, 02 07737137, 8422581, 8
rec-3980-org,   finn, absell, 1, medley street, , junee, 2142, nsw, 19371229, 28, 02 53327865, 9460132, 4
rec-4742-org,   cooper, groenewege, 18, helemon street, black creek, corowa, 3363, vic, 19370306, 35, 08 22125042, 2334777, 9
rec-2890-org,   sascha, white, 152, mackellar crescent, huongold, laverton, 4216, qld, 19811211, 28, 08 65983765, 1309184, 9
rec-3789-dup-1, angus, wiseman, 75, selassie house, namatjira drive, cooma, 4209, vic, 19740415, 7, 02 92253494, 9287090, 1
rec-2741-dup-4, jor, sedgwick, 110, currong street, , ermington, 6120, nsw, 19011014, 9, 03 53760526, 2065965, 6
rec-2482-org,   robert, lyden, 14, heard street, , bundanoon, 2560, nsw, 19180904, , 02 48798950, 9862042, 2
